id_factura,id_proveedor,monto_usd,area_interna,fecha,articulos
FAC-04793,PROV-0698,"5713,11",Finanzas,27/1/2025,SKU-1584
FAC-04796,PROV-0612,"12427,7",Finanzas,5/7/2025,SKU-4897
FAC-04799,PROV-0819,"13054,1",Finanzas,12/4/2025,SKU-5683
FAC-04840,PROV-0203,"7442,2",Finanzas,31/8/2025,SKU-8041
FAC-04842,PROV-0327,"12173,58",Finanzas,9/6/2025,SKU-9123
FAC-04849,PROV-0394,"6446,81",Finanzas,27/9/2025,SKU-5955
FAC-04866,PROV-0755,"356,14",Finanzas,14/11/2025,SKU-6395
FAC-04870,PROV-0329,"10410,71",Finanzas,6/12/2025,SKU-3930
FAC-04873,PROV-0822,"7272,25",Finanzas,4/9/2025,SKU-6515
FAC-04877,PROV-0241,"8830,11",Finanzas,12/8/2025,SKU-3932
FAC-04880,PROV-0643,"3080,75",Finanzas,14/3/2025,SKU-2326
FAC-04883,PROV-0371,"8451,53",Finanzas,6/4/2025,SKU-7522
FAC-04885,PROV-0572,"13603,99",Finanzas,8/2/2025,SKU-6269
FAC-04889,PROV-0586,"9276,31",Finanzas,25/10/2025,SKU-7889
FAC-04907,PROV-0974,"13716,78",Finanzas,3/2/2025,SKU-6215
FAC-04909,PROV-0489,"763,88",Finanzas,7/1/2025,SKU-2025
FAC-04911,PROV-0195,"1185,46",Finanzas,1/4/2025,SKU-1045
FAC-04914,PROV-0276,"12229,08",Finanzas,26/3/2025,SKU-5629
FAC-04922,PROV-0365,"12863,84",Finanzas,21/5/2025,SKU-6158
FAC-04926,PROV-0380,"5259,69",Finanzas,27/6/2025,SKU-3337
FAC-04928,PROV-0156,"11049,75",Finanzas,20/5/2025,SKU-7327
FAC-04930,PROV-0965,"4443,76",Finanzas,8/2/2025,SKU-6621
FAC-04933,PROV-0298,"6813,9",Finanzas,14/3/2025,SKU-3923
FAC-04934,PROV-0538,"9895,07",Finanzas,6/5/2025,SKU-3275
FAC-04938,PROV-0894,"1363,21",Finanzas,18/4/2025,SKU-3353
FAC-04949,PROV-0917,"11186,54",Finanzas,23/2/2025,SKU-7286
FAC-04961,PROV-0522,"12244,37",Finanzas,29/6/2025,SKU-6626
FAC-04963,PROV-0235,"13865,55",Finanzas,22/11/2025,SKU-9136
FAC-04966,PROV-0736,"4984,6",Finanzas,13/11/2025,SKU-6007
FAC-04986,PROV-0542,"9588,25",Finanzas,21/11/2025,SKU-5587
FAC-04989,PROV-0737,"12873,1",Finanzas,21/7/2025,SKU-4474
FAC-04998,PROV-0357,"10241,53",Finanzas,30/8/2025,SKU-8788
FAC-05000,PROV-0223,"1384,35",Finanzas,3/1/2025,SKU-7552
FAC-05002,PROV-0504,"9446,41",Finanzas,24/10/2025,SKU-2918
FAC-05005,PROV-0748,"5292,84",Finanzas,25/11/2025,SKU-7781
FAC-05009,PROV-0475,"3911,76",Finanzas,19/2/2025,SKU-1322
FAC-05017,PROV-0720,"4899,73",Finanzas,31/7/2025,SKU-9859
FAC-05019,PROV-0962,"13803,94",Finanzas,19/6/2025,SKU-5922
FAC-05021,PROV-0273,"13065,58",Finanzas,7/3/2025,SKU-9765
FAC-05027,PROV-0617,"11699,53",Finanzas,24/6/2025,SKU-4324
FAC-05029,PROV-0668,"861,76",Finanzas,24/3/2025,SKU-8106
FAC-05033,PROV-0668,"1258,27",Finanzas,7/2/2025,SKU-1620
FAC-05036,PROV-0287,"396,46",Finanzas,27/2/2025,SKU-7630
FAC-05042,PROV-0527,"9943,96",Finanzas,4/5/2025,SKU-4441
FAC-05045,PROV-0079,"2657,97",Finanzas,30/8/2025,SKU-5752
FAC-05051,PROV-0707,"9149,95",Finanzas,19/7/2025,SKU-4290
FAC-05061,PROV-0309,"13143,81",Finanzas,21/1/2025,SKU-1722
FAC-05077,PROV-0242,"14665,37",Finanzas,19/12/2025,SKU-5248
FAC-05093,PROV-0916,"9822,25",Finanzas,22/8/2025,SKU-5596
FAC-05097,PROV-0217,"8647,71",Finanzas,25/11/2025,SKU-8387
FAC-05114,PROV-0670,"13268,64",Finanzas,6/8/2025,SKU-8313
FAC-05125,PROV-0973,"6866,47",Finanzas,23/2/2025,SKU-8289
FAC-05127,PROV-0210,"9709,24",Finanzas,17/5/2025,SKU-9719
FAC-05140,PROV-0957,"3246,79",Finanzas,28/10/2025,SKU-4461
FAC-05141,PROV-0926,"3310,51",Finanzas,6/4/2025,SKU-2788
FAC-05147,PROV-0501,"3176,53",Finanzas,12/6/2025,SKU-4567
FAC-05148,PROV-0790,"2707,83",Finanzas,18/10/2025,SKU-2615
FAC-05164,PROV-0432,"5225,33",Finanzas,26/5/2025,SKU-3917
FAC-05171,PROV-0079,"13035,76",Finanzas,16/2/2025,SKU-2944
FAC-05187,PROV-0208,"9583,59",Finanzas,1/10/2025,SKU-3983
FAC-05192,PROV-0248,"11810,28",Finanzas,25/7/2025,SKU-8924
FAC-05194,PROV-0614,"2089,28",Finanzas,5/4/2025,SKU-4983
FAC-05195,PROV-0767,"7907,88",Finanzas,9/12/2025,SKU-8581
FAC-05197,PROV-0697,"12916,43",Finanzas,16/5/2025,SKU-1847
FAC-05199,PROV-0270,"447,95",Finanzas,13/11/2025,SKU-9746
FAC-05202,PROV-0149,"9258,52",Finanzas,6/12/2025,SKU-1343
FAC-05203,PROV-0883,"6672,47",Finanzas,13/9/2025,SKU-3969
FAC-05205,PROV-0497,"1668,96",Finanzas,1/10/2025,SKU-7635
FAC-05215,PROV-0516,"10435,62",Finanzas,12/7/2025,SKU-1548
FAC-05224,PROV-0926,"14381,38",Finanzas,10/1/2025,SKU-1674
FAC-05238,PROV-0601,"7819,25",Finanzas,13/3/2025,SKU-3211
FAC-05240,PROV-0755,"10289,95",Finanzas,2/6/2025,SKU-6191
FAC-05242,PROV-0749,"3495,16",Finanzas,9/10/2025,SKU-1110
FAC-05246,PROV-0595,"741,11",Finanzas,6/10/2025,SKU-6053
FAC-05247,PROV-0325,"1903,34",Finanzas,27/4/2025,SKU-3385
FAC-05257,PROV-0505,"11768,54",Finanzas,7/7/2025,SKU-4385
FAC-05260,PROV-0202,"7722,16",Finanzas,23/10/2025,SKU-6889
FAC-05274,PROV-0373,"2142,23",Finanzas,22/9/2025,SKU-8525
FAC-05278,PROV-0673,"12125,61",Finanzas,16/6/2025,SKU-8640
FAC-05280,PROV-0506,"10320,39",Finanzas,18/9/2025,SKU-1949
FAC-05284,PROV-0745,"12985,23",Finanzas,20/6/2025,SKU-4746
FAC-05287,PROV-0698,"3276,64",Finanzas,25/3/2025,SKU-2555
FAC-05292,PROV-0624,"868,79",Finanzas,30/9/2025,SKU-2499
FAC-05295,PROV-0474,"7718,3",Finanzas,30/12/2025,SKU-2007
FAC-05299,PROV-0235,"5080,83",Finanzas,17/2/2025,SKU-3154
FAC-05303,PROV-0559,"14487,83",Finanzas,12/8/2025,SKU-3870
FAC-05308,PROV-0729,"4477,33",Finanzas,20/5/2025,SKU-3827
FAC-05310,PROV-0634,"14402,5",Finanzas,23/2/2025,SKU-9039
FAC-05316,PROV-0390,"2055,65",Finanzas,23/11/2025,SKU-8805
FAC-05318,PROV-0601,"10692,46",Finanzas,7/2/2025,SKU-4115
FAC-05322,PROV-0091,"7160,47",Finanzas,17/2/2025,SKU-3978
FAC-05332,PROV-0465,"10464,81",Finanzas,13/12/2025,SKU-7063
FAC-05333,PROV-0351,"6576,02",Finanzas,17/10/2025,SKU-2062
FAC-05345,PROV-0627,"8151,41",Finanzas,16/5/2025,SKU-4617
FAC-05346,PROV-0028,"6570,17",Finanzas,4/12/2025,SKU-6728
FAC-05349,PROV-0553,"4923,01",Finanzas,14/3/2025,SKU-2188
FAC-05350,PROV-0411,"12298,04",Finanzas,24/1/2025,SKU-3788
FAC-05359,PROV-0011,"10551,88",Finanzas,1/9/2025,SKU-4630
FAC-05362,PROV-0230,"9403,35",Finanzas,18/9/2025,SKU-2304
FAC-05366,PROV-0037,"9323,97",Finanzas,29/12/2025,SKU-4467
FAC-05367,PROV-0733,"6676,96",Finanzas,24/1/2025,SKU-6250
FAC-05376,PROV-0407,"12772,89",Finanzas,23/9/2025,SKU-1583
FAC-05380,PROV-0303,"516,87",Finanzas,8/11/2025,SKU-8937
FAC-05385,PROV-0288,"2460,59",Finanzas,15/1/2025,SKU-8925
FAC-05389,PROV-0693,"453,59",Finanzas,26/8/2025,SKU-4811
FAC-05398,PROV-0295,12664,Finanzas,1/5/2025,SKU-4491
FAC-05403,PROV-0216,"5861,04",Finanzas,5/10/2025,SKU-5478
FAC-05405,PROV-0357,"3882,99",Finanzas,7/8/2025,SKU-7606
FAC-05410,PROV-0920,"11089,05",Finanzas,21/9/2025,SKU-9316
FAC-05412,PROV-0014,"2318,6",Finanzas,11/8/2025,SKU-5437
FAC-05415,PROV-0121,"7339,17",Finanzas,2/1/2025,SKU-9001
FAC-05432,PROV-0465,"8292,11",Finanzas,21/7/2025,SKU-6087
FAC-05442,PROV-0203,"2586,28",Finanzas,20/10/2025,SKU-6681
FAC-05443,PROV-0872,"14462,98",Finanzas,9/11/2025,SKU-9930
FAC-05444,PROV-0093,"12538,33",Finanzas,5/10/2025,SKU-9690
FAC-05450,PROV-0165,"1417,47",Finanzas,17/10/2025,SKU-5926
FAC-05456,PROV-0565,"979,2",Finanzas,21/1/2025,SKU-8850
FAC-05458,PROV-0823,"9513,73",Finanzas,2/5/2025,SKU-6452
FAC-05459,PROV-0388,"9674,36",Finanzas,13/12/2025,SKU-5713
FAC-05465,PROV-0477,"14857,84",Finanzas,10/1/2025,SKU-7746
FAC-05476,PROV-1000,"1688,74",Finanzas,13/12/2025,SKU-6391
FAC-05480,PROV-0357,"2173,19",Finanzas,20/11/2025,SKU-5858
FAC-05481,PROV-0647,"11037,72",Finanzas,8/7/2025,SKU-9866
FAC-05487,PROV-0814,"3978,95",Finanzas,27/4/2025,SKU-3488
FAC-05492,PROV-0177,"5497,6",Finanzas,8/4/2025,SKU-2460
FAC-05499,PROV-0553,"11071,56",Finanzas,27/11/2025,SKU-9485
FAC-05504,PROV-0976,"11789,79",Finanzas,21/9/2025,SKU-4643
FAC-05505,PROV-0704,"12330,63",Finanzas,23/4/2025,SKU-6799
FAC-05508,PROV-0701,"10460,19",Finanzas,22/9/2025,SKU-5624
FAC-05513,PROV-0933,"3405,4",Finanzas,26/10/2025,SKU-4570
FAC-05520,PROV-0940,"12631,7",Finanzas,14/8/2025,SKU-9564
FAC-05529,PROV-0782,"7736,14",Finanzas,9/6/2025,SKU-6240
FAC-05530,PROV-0509,"11346,98",Finanzas,4/11/2025,SKU-8059
FAC-05536,PROV-0586,"4887,06",Finanzas,23/5/2025,SKU-2146
FAC-05538,PROV-0125,"13271,78",Finanzas,19/1/2025,SKU-4530
FAC-05542,PROV-0283,"14118,17",Finanzas,18/8/2025,SKU-8350
FAC-05544,PROV-0363,"9296,89",Finanzas,30/3/2025,SKU-6412
FAC-05545,PROV-0646,"221,1",Finanzas,17/8/2025,SKU-4005
FAC-05550,PROV-0993,"8040,28",Finanzas,2/3/2025,SKU-1919
FAC-05558,PROV-0144,"4076,49",Finanzas,25/1/2025,SKU-3825
FAC-05560,PROV-0348,"4951,29",Finanzas,4/2/2025,SKU-1489
FAC-05569,PROV-0059,"4041,33",Finanzas,2/12/2025,SKU-1193
FAC-05572,PROV-0181,"9065,14",Finanzas,28/3/2025,SKU-1568
FAC-05577,PROV-0234,"1853,32",Finanzas,16/10/2025,SKU-9657
FAC-05582,PROV-0764,"3163,97",Finanzas,5/6/2025,SKU-8851
FAC-05614,PROV-0318,"1435,45",Finanzas,23/8/2025,SKU-4656
FAC-05629,PROV-0099,"8061,05",Finanzas,10/10/2025,SKU-1194
FAC-05632,PROV-0608,"7706,26",Finanzas,20/8/2025,SKU-4931
FAC-05637,PROV-0542,"6761,29",Finanzas,18/7/2025,SKU-6775
FAC-05640,PROV-0955,"14633,62",Finanzas,11/12/2025,SKU-5885
FAC-05650,PROV-0844,"8658,87",Finanzas,6/1/2025,SKU-4744
FAC-05651,PROV-0109,"8323,72",Finanzas,9/11/2025,SKU-9242
FAC-05653,PROV-0249,"11275,41",Finanzas,19/6/2025,SKU-9011
FAC-05655,PROV-0729,"7294,15",Finanzas,14/7/2025,SKU-9207
FAC-05656,PROV-0643,"11006,76",Finanzas,4/8/2025,SKU-2992
FAC-05657,PROV-0503,"5384,06",Finanzas,28/2/2025,SKU-7367
FAC-05658,PROV-0154,"4617,74",Finanzas,5/6/2025,SKU-2868
FAC-05665,PROV-0838,"3767,91",Finanzas,13/2/2025,SKU-1199
FAC-05669,PROV-0977,"14972,99",Finanzas,11/11/2025,SKU-5703
FAC-05679,PROV-0393,"3837,1",Finanzas,22/10/2025,SKU-9094
FAC-05681,PROV-0642,"383,49",Finanzas,30/1/2025,SKU-5502
FAC-05684,PROV-0721,"14887,25",Finanzas,13/3/2025,SKU-5545
FAC-05689,PROV-0205,"13483,9",Finanzas,22/8/2025,SKU-5088
FAC-05693,PROV-0796,"5255,88",Finanzas,10/6/2025,SKU-9578
FAC-05697,PROV-0652,"11599,76",Finanzas,26/9/2025,SKU-6982
FAC-05702,PROV-0676,"2431,92",Finanzas,28/9/2025,SKU-5832
FAC-05706,PROV-0745,"1972,94",Finanzas,29/5/2025,SKU-4922
FAC-05711,PROV-0460,"4027,27",Finanzas,13/12/2025,SKU-6200
FAC-05712,PROV-0777,"7694,45",Finanzas,11/2/2025,SKU-7723
FAC-05714,PROV-0655,"4345,92",Finanzas,7/5/2025,SKU-1430
FAC-05715,PROV-0576,"865,3",Finanzas,9/9/2025,SKU-4309
FAC-05722,PROV-0863,"4086,91",Finanzas,7/11/2025,SKU-8914
FAC-05733,PROV-0615,"896,08",Finanzas,6/5/2025,SKU-2409
FAC-05747,PROV-0214,12223,Finanzas,15/12/2025,SKU-7366
FAC-05754,PROV-0013,"13859,35",Finanzas,12/7/2025,SKU-1931
FAC-05758,PROV-0558,"3339,35",Finanzas,19/5/2025,SKU-6273
FAC-05767,PROV-0022,"14337,85",Finanzas,12/12/2025,SKU-4647
FAC-05770,PROV-0345,"657,67",Finanzas,6/11/2025,SKU-6134
FAC-05772,PROV-0871,"4720,9",Finanzas,20/11/2025,SKU-6682
FAC-05774,PROV-0838,"233,25",Finanzas,18/8/2025,SKU-6803
FAC-05778,PROV-0220,"8274,56",Finanzas,13/11/2025,SKU-9395
FAC-05788,PROV-0899,"11166,77",Finanzas,24/3/2025,SKU-7148
FAC-05796,PROV-0758,"12355,76",Finanzas,10/12/2025,SKU-8267
FAC-05802,PROV-0721,"5476,84",Finanzas,14/2/2025,SKU-2022
FAC-05808,PROV-0804,"14309,54",Finanzas,11/10/2025,SKU-4715
FAC-05817,PROV-0874,"8655,36",Finanzas,28/2/2025,SKU-5522
FAC-05818,PROV-0139,"7307,57",Finanzas,6/5/2025,SKU-7132
FAC-05819,PROV-0123,"8980,35",Finanzas,16/12/2025,SKU-9761
FAC-05825,PROV-0154,"8241,71",Finanzas,14/8/2025,SKU-6476
FAC-05839,PROV-0745,"2989,43",Finanzas,23/11/2025,SKU-6687
FAC-05844,PROV-0354,"9253,1",Finanzas,20/10/2025,SKU-2387
FAC-05846,PROV-0660,"1833,77",Finanzas,24/11/2025,SKU-6208
FAC-05847,PROV-0573,"7756,37",Finanzas,26/1/2025,SKU-4089
FAC-05866,PROV-0771,"5656,19",Finanzas,13/5/2025,SKU-1368
FAC-05869,PROV-0581,"6236,69",Finanzas,22/1/2025,SKU-3984
FAC-05876,PROV-0406,"1688,89",Finanzas,10/12/2025,SKU-2624
FAC-05879,PROV-0575,"13290,33",Finanzas,19/3/2025,SKU-6717
FAC-05881,PROV-0130,"7778,62",Finanzas,3/8/2025,SKU-5722
FAC-05888,PROV-0562,"5247,49",Finanzas,6/6/2025,SKU-5516
FAC-05901,PROV-0257,"5601,22",Finanzas,27/6/2025,SKU-9656
FAC-05903,PROV-0791,"3703,29",Finanzas,27/7/2025,SKU-1638
FAC-05913,PROV-0053,"10130,73",Finanzas,5/4/2025,SKU-7293
FAC-05922,PROV-0441,"8803,67",Finanzas,21/7/2025,SKU-6985
FAC-05923,PROV-0681,"2676,79",Finanzas,11/1/2025,SKU-7587
FAC-05931,PROV-0502,"10880,23",Finanzas,30/5/2025,SKU-7605
FAC-05946,PROV-0158,"3881,53",Finanzas,8/3/2025,SKU-8584
FAC-05947,PROV-0775,"12457,24",Finanzas,3/4/2025,SKU-6819
FAC-05949,PROV-0944,"11890,97",Finanzas,17/9/2025,SKU-5485
FAC-05973,PROV-0932,"2191,65",Finanzas,20/7/2025,SKU-5026
FAC-05977,PROV-0388,"8781,73",Finanzas,6/7/2025,SKU-2345
FAC-05986,PROV-0995,"13217,04",Finanzas,7/8/2025,SKU-8776
FAC-05989,PROV-0500,"11273,42",Finanzas,20/6/2025,SKU-2750
FAC-05996,PROV-0543,"8644,07",Finanzas,13/2/2025,SKU-2257
FAC-06001,PROV-0897,"3717,2",Finanzas,16/1/2025,SKU-3552
FAC-06002,PROV-0799,"14915,69",Finanzas,30/5/2025,SKU-7598
FAC-06004,PROV-0879,"10262,05",Finanzas,8/11/2025,SKU-6724
FAC-06008,PROV-0421,"8835,12",Finanzas,11/1/2025,SKU-8742
FAC-06020,PROV-0875,"11971,1",Finanzas,7/5/2025,SKU-1871
FAC-06022,PROV-0643,"7719,15",Finanzas,3/11/2025,SKU-4934
FAC-06024,PROV-0849,"14445,58",Finanzas,18/12/2025,SKU-5020
FAC-06027,PROV-0124,"10060,76",Finanzas,11/3/2025,SKU-9305
FAC-06035,PROV-0964,"807,43",Finanzas,27/9/2025,SKU-6542
FAC-06038,PROV-0594,"12932,64",Finanzas,2/2/2025,SKU-7034
FAC-06044,PROV-0563,"1992,99",Finanzas,1/10/2025,SKU-3534
FAC-06055,PROV-0168,"8677,93",Finanzas,9/10/2025,SKU-8563
FAC-06056,PROV-0249,"12314,82",Finanzas,20/3/2025,SKU-2425
FAC-06058,PROV-0738,"1979,6",Finanzas,22/1/2025,SKU-7185
FAC-06066,PROV-0715,"3636,02",Finanzas,4/12/2025,SKU-3329
FAC-06074,PROV-0954,"11075,33",Finanzas,11/7/2025,SKU-5884
FAC-06075,PROV-0848,"13559,85",Finanzas,9/1/2025,SKU-1944
FAC-06089,PROV-0045,"12362,11",Finanzas,5/8/2025,SKU-2377
FAC-06091,PROV-0514,"4998,42",Finanzas,1/6/2025,SKU-4770
FAC-06095,PROV-0472,"9179,04",Finanzas,7/5/2025,SKU-1717
FAC-06102,PROV-0140,"2801,68",Finanzas,15/7/2025,SKU-3418
FAC-06108,PROV-0726,"4746,93",Finanzas,1/4/2025,SKU-5626
FAC-06116,PROV-0358,"6369,71",Finanzas,4/4/2025,SKU-2388
FAC-06122,PROV-0847,"5557,44",Finanzas,12/10/2025,SKU-8782
FAC-06129,PROV-0643,"2954,19",Finanzas,26/7/2025,SKU-3672
FAC-06136,PROV-0292,"6187,48",Finanzas,17/5/2025,SKU-4846
FAC-06138,PROV-0158,"850,01",Finanzas,28/4/2025,SKU-4538
FAC-06149,PROV-0939,"9806,4",Finanzas,12/7/2025,SKU-6535
FAC-06152,PROV-0272,"4540,21",Finanzas,22/2/2025,SKU-2254
FAC-06154,PROV-0635,"12919,19",Finanzas,13/9/2025,SKU-8795
FAC-06157,PROV-0942,9625,Finanzas,23/4/2025,SKU-2850
FAC-06161,PROV-0592,"12352,5",Finanzas,21/7/2025,SKU-4874
FAC-06165,PROV-0196,"7000,07",Finanzas,21/11/2025,SKU-8774
FAC-06174,PROV-0017,"5117,51",Finanzas,7/11/2025,SKU-3290
FAC-06178,PROV-0633,"321,8",Finanzas,27/9/2025,SKU-2312
FAC-06215,PROV-0700,"9575,56",Finanzas,13/8/2025,SKU-4807
FAC-06235,PROV-0615,"758,11",Finanzas,15/2/2025,SKU-3542
FAC-06240,PROV-0071,"2133,72",Finanzas,6/4/2025,SKU-4564
FAC-06249,PROV-0934,"5608,14",Finanzas,9/11/2025,SKU-3538
FAC-06251,PROV-0701,"7159,19",Finanzas,3/5/2025,SKU-2786
FAC-06262,PROV-0185,"412,2",Finanzas,16/6/2025,SKU-7182
FAC-06273,PROV-0930,"2111,36",Finanzas,13/10/2025,SKU-3356
FAC-06274,PROV-0905,"5897,27",Finanzas,23/4/2025,SKU-1481
FAC-06280,PROV-0091,"3083,55",Finanzas,12/12/2025,SKU-9680
FAC-06281,PROV-0633,"4235,45",Finanzas,4/4/2025,SKU-3323
FAC-06295,PROV-0867,"4104,63",Finanzas,13/11/2025,SKU-4674
FAC-06300,PROV-0631,"8884,94",Finanzas,17/11/2025,SKU-4053
FAC-06304,PROV-0702,"3294,93",Finanzas,29/12/2025,SKU-3902
FAC-06319,PROV-0987,"13721,46",Finanzas,21/4/2025,SKU-8190
FAC-06324,PROV-0552,"12533,06",Finanzas,27/1/2025,SKU-5512
FAC-06338,PROV-0061,"10991,3",Finanzas,13/11/2025,SKU-5154
FAC-06339,PROV-0653,"404,47",Finanzas,1/12/2025,SKU-3814
FAC-06341,PROV-0740,"4168,73",Finanzas,11/3/2025,SKU-8997
FAC-06342,PROV-0013,"8418,34",Finanzas,21/6/2025,SKU-7474
FAC-06347,PROV-0884,"13808,17",Finanzas,31/7/2025,SKU-3674
FAC-06350,PROV-0758,"12641,99",Finanzas,5/6/2025,SKU-7177
FAC-06355,PROV-0920,"2893,53",Finanzas,28/8/2025,SKU-7087
FAC-06362,PROV-0649,"13907,69",Finanzas,12/12/2025,SKU-4320
FAC-06366,PROV-0450,"1943,49",Finanzas,2/8/2025,SKU-8288
FAC-06373,PROV-0414,"1066,58",Finanzas,19/4/2025,SKU-9360
FAC-06377,PROV-0384,"4502,73",Finanzas,20/4/2025,SKU-3933
FAC-06383,PROV-0647,"698,78",Finanzas,22/7/2025,SKU-4656
FAC-06396,PROV-0075,"3273,06",Finanzas,30/11/2025,SKU-3193
FAC-06398,PROV-0579,"6179,22",Finanzas,3/1/2025,SKU-8478
FAC-06402,PROV-0093,"11457,31",Finanzas,6/11/2025,SKU-3917
FAC-06404,PROV-0086,"10512,71",Finanzas,12/3/2025,SKU-7894
FAC-06408,PROV-0840,"13991,52",Finanzas,25/5/2025,SKU-9723
FAC-06410,PROV-0722,"6879,48",Finanzas,31/1/2025,SKU-3725
FAC-06420,PROV-0092,"12185,89",Finanzas,18/2/2025,SKU-3681
FAC-06431,PROV-0565,"11928,92",Finanzas,10/9/2025,SKU-1729
FAC-06434,PROV-0228,"11674,18",Finanzas,18/9/2025,SKU-7278
FAC-06452,PROV-0369,"12772,07",Finanzas,4/2/2025,SKU-2416
FAC-06453,PROV-0114,"6363,77",Finanzas,2/9/2025,SKU-2895
FAC-06456,PROV-0349,"11247,55",Finanzas,21/8/2025,SKU-4574
FAC-06460,PROV-0051,"14995,04",Finanzas,18/10/2025,SKU-3314
FAC-06472,PROV-0611,"7387,14",Finanzas,7/11/2025,SKU-6136
FAC-06484,PROV-0217,"9253,13",Finanzas,4/5/2025,SKU-8513
FAC-06493,PROV-0416,"4770,67",Finanzas,4/2/2025,SKU-2419
FAC-06502,PROV-0443,"10749,15",Finanzas,8/4/2025,SKU-6091
FAC-06507,PROV-0558,"1392,79",Finanzas,2/5/2025,SKU-9536
FAC-06509,PROV-0951,"11471,06",Finanzas,4/7/2025,SKU-4703
FAC-06517,PROV-0609,"13077,6",Finanzas,3/3/2025,SKU-3058
FAC-06519,PROV-0600,"14788,58",Finanzas,16/3/2025,SKU-4082
FAC-06524,PROV-0081,"3244,17",Finanzas,29/5/2025,SKU-1191
FAC-06530,PROV-0918,"12687,49",Finanzas,18/9/2025,SKU-9186
FAC-06535,PROV-0215,"5296,03",Finanzas,7/7/2025,SKU-7155
FAC-06541,PROV-0811,"12576,84",Finanzas,14/2/2025,SKU-2726
FAC-06545,PROV-0790,"2802,65",Finanzas,10/7/2025,SKU-5667
FAC-06560,PROV-0048,"9102,91",Finanzas,24/7/2025,SKU-9445
FAC-06561,PROV-0174,"5744,73",Finanzas,24/7/2025,SKU-1292
FAC-06562,PROV-0416,"11745,77",Finanzas,30/3/2025,SKU-4305
FAC-06568,PROV-0267,420,Finanzas,6/8/2025,SKU-7667
FAC-06577,PROV-0809,"9142,18",Finanzas,2/10/2025,SKU-2517
FAC-06582,PROV-0254,"7965,5",Finanzas,19/6/2025,SKU-4206
FAC-06583,PROV-0023,"13517,12",Finanzas,12/7/2025,SKU-1779
FAC-06588,PROV-0080,"5757,3",Finanzas,16/10/2025,SKU-9398
FAC-06597,PROV-0504,"6904,38",Finanzas,25/3/2025,SKU-1546
FAC-06604,PROV-0688,"5463,64",Finanzas,14/5/2025,SKU-6614
FAC-06611,PROV-0723,"1136,22",Finanzas,20/7/2025,SKU-4211
FAC-06616,PROV-0511,"10741,33",Finanzas,12/4/2025,SKU-4887
FAC-06618,PROV-0352,"5726,18",Finanzas,7/4/2025,SKU-9003
FAC-06628,PROV-0689,585,Finanzas,20/5/2025,SKU-9683
FAC-06629,PROV-0854,"2105,97",Finanzas,23/12/2025,SKU-9968
FAC-06632,PROV-0071,"2947,24",Finanzas,19/12/2025,SKU-9319
FAC-06642,PROV-0973,"4526,28",Finanzas,21/10/2025,SKU-1060
FAC-06651,PROV-0312,"7282,12",Finanzas,24/7/2025,SKU-4928
FAC-06656,PROV-0936,"9674,91",Finanzas,15/2/2025,SKU-3953
FAC-06661,PROV-0563,"3522,42",Finanzas,9/10/2025,SKU-2443
FAC-06666,PROV-0583,"1656,92",Finanzas,19/5/2025,SKU-9936
FAC-06673,PROV-0893,"11650,66",Finanzas,14/5/2025,SKU-6136
FAC-06676,PROV-0944,"1052,7",Finanzas,11/5/2025,SKU-1249
FAC-06680,PROV-0124,"10750,03",Finanzas,24/4/2025,SKU-2440
FAC-06690,PROV-0929,"3882,65",Finanzas,20/7/2025,SKU-4886
FAC-06694,PROV-0289,"4169,78",Finanzas,26/11/2025,SKU-5160
FAC-06698,PROV-0829,"10894,94",Finanzas,9/8/2025,SKU-3672
FAC-06708,PROV-0334,"14119,78",Finanzas,10/1/2025,SKU-5310
FAC-06713,PROV-0201,"1591,95",Finanzas,11/11/2025,SKU-9580
FAC-06715,PROV-0827,"4736,51",Finanzas,8/12/2025,SKU-5943
FAC-06723,PROV-0606,"12473,25",Finanzas,12/1/2025,SKU-5013
FAC-06724,PROV-0641,"12069,8",Finanzas,26/1/2025,SKU-7484
FAC-06727,PROV-0223,"10982,11",Finanzas,12/8/2025,SKU-9629
FAC-06728,PROV-0448,"12352,33",Finanzas,6/1/2025,SKU-3172
FAC-06732,PROV-0246,"4426,28",Finanzas,20/3/2025,SKU-3143
FAC-06757,PROV-0330,"5514,72",Finanzas,8/4/2025,SKU-2429
FAC-06761,PROV-0271,"5157,3",Finanzas,28/11/2025,SKU-2981
FAC-06773,PROV-0317,"4275,56",Finanzas,28/3/2025,SKU-1297
FAC-06777,PROV-0991,"1809,51",Finanzas,10/2/2025,SKU-4413
FAC-06794,PROV-0794,"3035,95",Finanzas,3/7/2025,SKU-1603
FAC-06795,PROV-0687,"13972,69",Finanzas,5/11/2025,SKU-7914
FAC-06796,PROV-0629,"12552,55",Finanzas,6/8/2025,SKU-4876
FAC-06798,PROV-0615,"2159,03",Finanzas,25/6/2025,SKU-9862
FAC-06805,PROV-0532,"7570,51",Finanzas,21/6/2025,SKU-3354
FAC-06813,PROV-0340,"2779,9",Finanzas,3/7/2025,SKU-1199
FAC-06815,PROV-0548,"8095,71",Finanzas,5/5/2025,SKU-3785
FAC-06818,PROV-0149,"3309,62",Finanzas,2/1/2025,SKU-9553
FAC-06825,PROV-0824,"7624,08",Finanzas,26/9/2025,SKU-9415
FAC-06829,PROV-0938,"3749,86",Finanzas,27/12/2025,SKU-2534
