id_proveedor,cuit,nombre,provincia,rubro
PROV-0371,30-91017202-6,Empresa PROV-0371,Neuquén,Librería
PROV-0372,30-39215526-9,Empresa PROV-0372,CABA,Limpieza
PROV-0373,30-58666728-2,Empresa PROV-0373,CABA,Mantenimiento
PROV-0374,30-68359935-6,Empresa PROV-0374,Buenos Aires,Limpieza
PROV-0375,30-34230022-8,Empresa PROV-0375,Buenos Aires,Consultoría
PROV-0376,30-27649011-7,Empresa PROV-0376,Santa Fe,Consultoría
PROV-0377,30-67032050-4,Empresa PROV-0377,Buenos Aires,Hardware
PROV-0378,30-18798824-3,Empresa PROV-0378,Neuquén,Consultoría
PROV-0379,30-89141074-4,Empresa PROV-0379,Santa Fe,Hardware
PROV-0380,30-99270755-7,Empresa PROV-0380,Córdoba,Consultoría
PROV-0381,30-53200890-4,Empresa PROV-0381,Buenos Aires,Consultoría
PROV-0382,30-25281720-8,Empresa PROV-0382,Mendoza,Catering
PROV-0383,30-29021342-8,Empresa PROV-0383,Neuquén,Consultoría
PROV-0384,30-52862109-5,Empresa PROV-0384,Mendoza,Limpieza
PROV-0385,30-92042172-5,Empresa PROV-0385,Buenos Aires,Consultoría
PROV-0386,30-83533703-4,Empresa PROV-0386,Santa Fe,Consultoría
PROV-0387,30-83688211-9,Empresa PROV-0387,Neuquén,Hardware
PROV-0388,30-27572787-9,Empresa PROV-0388,Córdoba,Librería
PROV-0389,30-71013533-2,Empresa PROV-0389,Buenos Aires,Mantenimiento
PROV-0390,30-94581141-0,Empresa PROV-0390,Córdoba,Hardware
PROV-0391,30-61484264-4,Empresa PROV-0391,Neuquén,Mantenimiento
PROV-0392,30-75758136-6,Empresa PROV-0392,Buenos Aires,Mantenimiento
PROV-0393,30-65901114-2,Empresa PROV-0393,Neuquén,Limpieza
PROV-0394,30-90681066-2,Empresa PROV-0394,CABA,Hardware
PROV-0395,30-65471569-1,Empresa PROV-0395,Buenos Aires,Hardware
PROV-0396,30-50169358-1,Empresa PROV-0396,Santa Fe,Catering
PROV-0397,30-27097664-7,Empresa PROV-0397,Santa Fe,Catering
PROV-0398,30-35823988-8,Empresa PROV-0398,Buenos Aires,Consultoría
PROV-0399,30-97768815-6,Empresa PROV-0399,Santa Fe,Catering
PROV-0400,30-91770135-0,Empresa PROV-0400,Neuquén,Limpieza
PROV-0401,30-25292521-4,Empresa PROV-0401,Santa Fe,Hardware
PROV-0402,30-58943947-6,Empresa PROV-0402,Córdoba,Mantenimiento
PROV-0403,30-18741771-3,Empresa PROV-0403,CABA,Catering
PROV-0404,30-91689496-8,Empresa PROV-0404,Buenos Aires,Consultoría
PROV-0405,30-50261569-8,Empresa PROV-0405,Córdoba,Hardware
PROV-0406,30-38487271-8,Empresa PROV-0406,Neuquén,Librería
PROV-0407,30-47103294-6,Empresa PROV-0407,Buenos Aires,Catering
PROV-0408,30-47119610-7,Empresa PROV-0408,Córdoba,Mantenimiento
PROV-0409,30-52822121-9,Empresa PROV-0409,Córdoba,Consultoría
PROV-0410,30-31571519-6,Empresa PROV-0410,CABA,Hardware
PROV-0411,30-22887297-7,Empresa PROV-0411,Mendoza,Limpieza
PROV-0412,30-86328437-8,Empresa PROV-0412,Santa Fe,Mantenimiento
PROV-0413,30-87957209-1,Empresa PROV-0413,CABA,Catering
PROV-0414,30-49608719-8,Empresa PROV-0414,Mendoza,Catering
PROV-0415,30-27731816-9,Empresa PROV-0415,Buenos Aires,Consultoría
PROV-0416,30-82381100-6,Empresa PROV-0416,Santa Fe,Librería
PROV-0417,30-26615708-2,Empresa PROV-0417,CABA,Mantenimiento
PROV-0418,30-14972035-5,Empresa PROV-0418,Buenos Aires,Limpieza
PROV-0419,30-95939466-4,Empresa PROV-0419,Mendoza,Consultoría
PROV-0420,30-68650065-2,Empresa PROV-0420,CABA,Librería
PROV-0421,30-64759107-7,Empresa PROV-0421,CABA,Librería
PROV-0422,30-20052629-3,Empresa PROV-0422,Mendoza,Limpieza
PROV-0423,30-25379340-5,Empresa PROV-0423,Córdoba,Hardware
PROV-0424,30-61743159-5,Empresa PROV-0424,CABA,Librería
PROV-0425,30-60852790-2,Empresa PROV-0425,Buenos Aires,Mantenimiento
PROV-0426,30-40883519-0,Empresa PROV-0426,Neuquén,Mantenimiento
PROV-0427,30-99452563-9,Empresa PROV-0427,Neuquén,Mantenimiento
PROV-0428,30-29089652-9,Empresa PROV-0428,Córdoba,Librería
PROV-0429,30-87189073-3,Empresa PROV-0429,Córdoba,Hardware
PROV-0430,30-92399843-8,Empresa PROV-0430,Buenos Aires,Limpieza
PROV-0431,30-40064449-0,Empresa PROV-0431,Neuquén,Consultoría
PROV-0432,30-49098578-5,Empresa PROV-0432,Neuquén,Limpieza
PROV-0433,30-16181212-4,Empresa PROV-0433,Neuquén,Mantenimiento
PROV-0434,30-61360001-7,Empresa PROV-0434,Mendoza,Consultoría
PROV-0435,30-46829374-8,Empresa PROV-0435,Buenos Aires,Catering
PROV-0436,30-81539737-9,Empresa PROV-0436,Neuquén,Hardware
PROV-0437,30-30082076-0,Empresa PROV-0437,Mendoza,Consultoría
PROV-0438,30-45969706-3,Empresa PROV-0438,CABA,Mantenimiento
PROV-0439,30-39580233-1,Empresa PROV-0439,Mendoza,Librería
PROV-0440,30-84596628-8,Empresa PROV-0440,Santa Fe,Catering
PROV-0441,30-81458085-3,Empresa PROV-0441,CABA,Limpieza
PROV-0442,30-38331125-2,Empresa PROV-0442,Neuquén,Hardware
PROV-0443,30-99662487-3,Empresa PROV-0443,Neuquén,Hardware
PROV-0444,30-72901961-2,Empresa PROV-0444,Córdoba,Librería
PROV-0445,30-22188543-6,Empresa PROV-0445,Córdoba,Consultoría
PROV-0446,30-36981764-4,Empresa PROV-0446,CABA,Limpieza
PROV-0447,30-50463582-3,Empresa PROV-0447,Buenos Aires,Consultoría
PROV-0448,30-67790159-1,Empresa PROV-0448,Buenos Aires,Librería
PROV-0449,30-40762316-1,Empresa PROV-0449,Buenos Aires,Librería
PROV-0450,30-71992922-6,Empresa PROV-0450,CABA,Limpieza
PROV-0451,30-99161649-7,Empresa PROV-0451,Córdoba,Consultoría
PROV-0452,30-36987623-5,Empresa PROV-0452,Córdoba,Catering
PROV-0453,30-41208445-6,Empresa PROV-0453,Buenos Aires,Catering
PROV-0454,30-14365071-0,Empresa PROV-0454,Mendoza,Mantenimiento
PROV-0455,30-19773182-9,Empresa PROV-0455,Neuquén,Limpieza
PROV-0456,30-36010353-1,Empresa PROV-0456,Córdoba,Librería
PROV-0457,30-82124046-9,Empresa PROV-0457,Córdoba,Consultoría
PROV-0458,30-74787583-4,Empresa PROV-0458,Neuquén,Librería
PROV-0459,30-32237491-3,Empresa PROV-0459,Mendoza,Mantenimiento
PROV-0460,30-37649836-9,Empresa PROV-0460,Buenos Aires,Consultoría
PROV-0461,30-90952441-5,Empresa PROV-0461,CABA,Limpieza
PROV-0462,30-74222880-9,Empresa PROV-0462,Santa Fe,Limpieza
PROV-0463,30-93496546-7,Empresa PROV-0463,CABA,Catering
PROV-0464,30-69101961-8,Empresa PROV-0464,Mendoza,Limpieza
PROV-0465,30-86916344-7,Empresa PROV-0465,Buenos Aires,Consultoría
PROV-0466,30-50230030-2,Empresa PROV-0466,Santa Fe,Consultoría
PROV-0467,30-64311933-4,Empresa PROV-0467,Buenos Aires,Limpieza
PROV-0468,30-38530041-1,Empresa PROV-0468,Mendoza,Consultoría
PROV-0469,30-25825415-8,Empresa PROV-0469,Córdoba,Hardware
PROV-0470,30-78460549-7,Empresa PROV-0470,CABA,Consultoría
PROV-0471,30-89906390-9,Empresa PROV-0471,Santa Fe,Catering
PROV-0472,30-64151820-8,Empresa PROV-0472,Santa Fe,Mantenimiento
PROV-0473,30-31354421-0,Empresa PROV-0473,Santa Fe,Consultoría
PROV-0474,30-78339097-6,Empresa PROV-0474,CABA,Limpieza
PROV-0475,30-53425606-8,Empresa PROV-0475,CABA,Hardware
PROV-0476,30-99301733-3,Empresa PROV-0476,CABA,Mantenimiento
PROV-0477,30-90327718-5,Empresa PROV-0477,Neuquén,Librería
PROV-0478,30-35584452-0,Empresa PROV-0478,Buenos Aires,Mantenimiento
PROV-0479,30-28686646-0,Empresa PROV-0479,Buenos Aires,Limpieza
PROV-0480,30-96343463-3,Empresa PROV-0480,Santa Fe,Catering
PROV-0481,30-14047716-4,Empresa PROV-0481,Córdoba,Limpieza
PROV-0482,30-31931141-8,Empresa PROV-0482,Santa Fe,Librería
PROV-0483,30-12712557-1,Empresa PROV-0483,Santa Fe,Consultoría
PROV-0484,30-50794172-5,Empresa PROV-0484,CABA,Mantenimiento
PROV-0485,30-23769417-8,Empresa PROV-0485,Neuquén,Hardware
PROV-0486,30-64179741-9,Empresa PROV-0486,Neuquén,Mantenimiento
PROV-0487,30-89148462-4,Empresa PROV-0487,Santa Fe,Librería
PROV-0488,30-34570655-3,Empresa PROV-0488,CABA,Mantenimiento
PROV-0489,30-66050136-4,Empresa PROV-0489,Córdoba,Limpieza
PROV-0490,30-60533901-7,Empresa PROV-0490,Córdoba,Consultoría
PROV-0491,30-40812595-0,Empresa PROV-0491,Neuquén,Consultoría
PROV-0492,30-73878925-2,Empresa PROV-0492,Mendoza,Catering
PROV-0493,30-92892865-8,Empresa PROV-0493,CABA,Catering
PROV-0494,30-42074750-2,Empresa PROV-0494,Córdoba,Librería
PROV-0495,30-13356472-3,Empresa PROV-0495,Neuquén,Librería
PROV-0496,30-72942637-5,Empresa PROV-0496,Buenos Aires,Limpieza
PROV-0497,30-12353802-6,Empresa PROV-0497,CABA,Consultoría
PROV-0498,30-21178395-7,Empresa PROV-0498,Neuquén,Mantenimiento
PROV-0499,30-62291571-0,Empresa PROV-0499,Mendoza,Catering
PROV-0500,30-29502030-3,Empresa PROV-0500,CABA,Mantenimiento
PROV-0501,30-57598928-9,Empresa PROV-0501,Mendoza,Hardware
PROV-0502,30-56699839-5,Empresa PROV-0502,Neuquén,Hardware
PROV-0503,30-62485644-8,Empresa PROV-0503,Buenos Aires,Mantenimiento
PROV-0504,30-81813917-2,Empresa PROV-0504,CABA,Limpieza
PROV-0505,30-36271556-3,Empresa PROV-0505,Santa Fe,Catering
PROV-0506,30-17826679-1,Empresa PROV-0506,Mendoza,Consultoría
PROV-0507,30-12639890-7,Empresa PROV-0507,Buenos Aires,Consultoría
PROV-0508,30-89744608-3,Empresa PROV-0508,Buenos Aires,Consultoría
PROV-0509,30-17472130-8,Empresa PROV-0509,Santa Fe,Hardware
PROV-0510,30-94648541-6,Empresa PROV-0510,Mendoza,Limpieza
PROV-0511,30-77229052-0,Empresa PROV-0511,Mendoza,Librería
PROV-0512,30-24471405-7,Empresa PROV-0512,Córdoba,Consultoría
PROV-0513,30-10653603-3,Empresa PROV-0513,Córdoba,Limpieza
PROV-0514,30-93693307-9,Empresa PROV-0514,CABA,Librería
PROV-0515,30-44919592-1,Empresa PROV-0515,Santa Fe,Librería
PROV-0516,30-22294731-0,Empresa PROV-0516,Mendoza,Catering
PROV-0517,30-89300096-8,Empresa PROV-0517,Santa Fe,Hardware
PROV-0518,30-40948755-8,Empresa PROV-0518,Neuquén,Catering
PROV-0519,30-55576852-0,Empresa PROV-0519,Santa Fe,Hardware
PROV-0520,30-18111707-4,Empresa PROV-0520,Santa Fe,Hardware
PROV-0521,30-92383559-9,Empresa PROV-0521,Neuquén,Mantenimiento
PROV-0522,30-23218254-6,Empresa PROV-0522,Neuquén,Librería
PROV-0523,30-87630317-1,Empresa PROV-0523,Neuquén,Limpieza
PROV-0524,30-83213349-6,Empresa PROV-0524,Córdoba,Hardware
PROV-0525,30-28282550-5,Empresa PROV-0525,Santa Fe,Limpieza
PROV-0526,30-91051868-3,Empresa PROV-0526,Neuquén,Librería
PROV-0527,30-13786787-8,Empresa PROV-0527,CABA,Librería
PROV-0528,30-80241399-5,Empresa PROV-0528,Mendoza,Catering
PROV-0529,30-59099234-8,Empresa PROV-0529,CABA,Catering
PROV-0530,30-82949148-9,Empresa PROV-0530,Santa Fe,Mantenimiento
PROV-0531,30-85864438-6,Empresa PROV-0531,Buenos Aires,Librería
PROV-0532,30-15377102-7,Empresa PROV-0532,Neuquén,Mantenimiento
PROV-0533,30-18125190-5,Empresa PROV-0533,Santa Fe,Catering
PROV-0534,30-81047566-3,Empresa PROV-0534,CABA,Catering
PROV-0535,30-68866536-7,Empresa PROV-0535,Buenos Aires,Limpieza
PROV-0536,30-74133084-4,Empresa PROV-0536,CABA,Librería
PROV-0537,30-19583450-5,Empresa PROV-0537,Neuquén,Hardware
PROV-0538,30-13090623-0,Empresa PROV-0538,Buenos Aires,Consultoría
PROV-0539,30-30321684-8,Empresa PROV-0539,CABA,Catering
PROV-0540,30-52480829-7,Empresa PROV-0540,Neuquén,Consultoría
PROV-0541,30-97713801-4,Empresa PROV-0541,Neuquén,Librería
PROV-0542,30-44112160-5,Empresa PROV-0542,Buenos Aires,Consultoría
PROV-0543,30-83388217-5,Empresa PROV-0543,Buenos Aires,Catering
PROV-0544,30-29470043-3,Empresa PROV-0544,Mendoza,Limpieza
PROV-0545,30-21770226-3,Empresa PROV-0545,CABA,Consultoría
PROV-0546,30-63978593-6,Empresa PROV-0546,Córdoba,Hardware
PROV-0547,30-71253603-3,Empresa PROV-0547,CABA,Mantenimiento
PROV-0548,30-20982573-6,Empresa PROV-0548,Mendoza,Catering
PROV-0549,30-34563839-8,Empresa PROV-0549,Córdoba,Catering
PROV-0550,30-93698268-2,Empresa PROV-0550,Neuquén,Mantenimiento
PROV-0551,30-35955345-3,Empresa PROV-0551,CABA,Mantenimiento
PROV-0552,30-46812307-6,Empresa PROV-0552,Córdoba,Mantenimiento
PROV-0553,30-64811638-9,Empresa PROV-0553,Buenos Aires,Librería
PROV-0554,30-34237277-6,Empresa PROV-0554,Neuquén,Consultoría
PROV-0555,30-46908119-3,Empresa PROV-0555,Mendoza,Consultoría
PROV-0556,30-34873906-8,Empresa PROV-0556,Buenos Aires,Limpieza
PROV-0557,30-37740862-7,Empresa PROV-0557,Santa Fe,Consultoría
PROV-0558,30-96473628-1,Empresa PROV-0558,Santa Fe,Mantenimiento
PROV-0559,30-53142589-7,Empresa PROV-0559,Buenos Aires,Consultoría
PROV-0560,30-97016939-5,Empresa PROV-0560,CABA,Librería
PROV-0561,30-64150635-6,Empresa PROV-0561,Santa Fe,Limpieza
PROV-0562,30-59876746-1,Empresa PROV-0562,Córdoba,Limpieza
PROV-0563,30-28544531-0,Empresa PROV-0563,Mendoza,Consultoría
PROV-0564,30-90658395-6,Empresa PROV-0564,Mendoza,Consultoría
PROV-0565,30-25447103-7,Empresa PROV-0565,Buenos Aires,Mantenimiento
PROV-0566,30-70516856-8,Empresa PROV-0566,Neuquén,Librería
PROV-0567,30-51228600-4,Empresa PROV-0567,Córdoba,Catering
PROV-0568,30-49245369-4,Empresa PROV-0568,Santa Fe,Hardware
PROV-0569,30-61045179-8,Empresa PROV-0569,Neuquén,Consultoría
PROV-0570,30-96088869-7,Empresa PROV-0570,Buenos Aires,Consultoría
PROV-0571,30-86589272-0,Empresa PROV-0571,Córdoba,Consultoría
PROV-0572,30-32420990-1,Empresa PROV-0572,Santa Fe,Limpieza
PROV-0573,30-44969474-6,Empresa PROV-0573,Neuquén,Hardware
PROV-0574,30-16778007-5,Empresa PROV-0574,Mendoza,Consultoría
PROV-0575,30-38542248-3,Empresa PROV-0575,Córdoba,Mantenimiento
PROV-0576,30-13690565-6,Empresa PROV-0576,Neuquén,Librería
PROV-0577,30-90488965-7,Empresa PROV-0577,Santa Fe,Catering
PROV-0578,30-95999418-4,Empresa PROV-0578,Mendoza,Mantenimiento
PROV-0579,30-25002704-1,Empresa PROV-0579,Santa Fe,Limpieza
PROV-0580,30-29371182-7,Empresa PROV-0580,Buenos Aires,Librería
PROV-0581,30-55184355-1,Empresa PROV-0581,CABA,Librería
PROV-0582,30-74311687-2,Empresa PROV-0582,Santa Fe,Hardware
PROV-0583,30-81742589-8,Empresa PROV-0583,Neuquén,Mantenimiento
PROV-0584,30-27656867-3,Empresa PROV-0584,Santa Fe,Catering
PROV-0585,30-43974090-4,Empresa PROV-0585,Mendoza,Consultoría
PROV-0586,30-33134158-1,Empresa PROV-0586,Mendoza,Mantenimiento
PROV-0587,30-33427306-6,Empresa PROV-0587,Buenos Aires,Limpieza
PROV-0588,30-20742723-8,Empresa PROV-0588,Buenos Aires,Librería
PROV-0589,30-94314434-3,Empresa PROV-0589,Santa Fe,Librería
PROV-0590,30-22290585-9,Empresa PROV-0590,Córdoba,Librería
PROV-0591,30-41852833-9,Empresa PROV-0591,Buenos Aires,Librería
PROV-0592,30-26125296-9,Empresa PROV-0592,Buenos Aires,Hardware
PROV-0593,30-66040913-3,Empresa PROV-0593,CABA,Hardware
PROV-0594,30-16856752-8,Empresa PROV-0594,Mendoza,Consultoría
PROV-0595,30-79187540-6,Empresa PROV-0595,Mendoza,Hardware
PROV-0596,30-25432733-9,Empresa PROV-0596,Córdoba,Catering
PROV-0597,30-78132962-5,Empresa PROV-0597,Mendoza,Catering
PROV-0598,30-54307190-7,Empresa PROV-0598,Neuquén,Limpieza
PROV-0599,30-18368679-4,Empresa PROV-0599,Córdoba,Librería
PROV-0600,30-70437157-2,Empresa PROV-0600,CABA,Mantenimiento
PROV-0601,30-66060502-1,Empresa PROV-0601,Mendoza,Librería
PROV-0602,30-52536278-5,Empresa PROV-0602,CABA,Hardware
PROV-0603,30-23711702-3,Empresa PROV-0603,CABA,Limpieza
PROV-0604,30-86262982-7,Empresa PROV-0604,Mendoza,Librería
PROV-0605,30-26310684-4,Empresa PROV-0605,Córdoba,Mantenimiento
PROV-0606,30-92971553-4,Empresa PROV-0606,Buenos Aires,Consultoría
PROV-0607,30-32261284-2,Empresa PROV-0607,Mendoza,Librería
PROV-0608,30-21228727-7,Empresa PROV-0608,Santa Fe,Consultoría
PROV-0609,30-99194907-9,Empresa PROV-0609,Neuquén,Consultoría
PROV-0610,30-10702156-0,Empresa PROV-0610,Mendoza,Mantenimiento
PROV-0611,30-40446107-9,Empresa PROV-0611,Córdoba,Librería
PROV-0612,30-81246204-4,Empresa PROV-0612,Mendoza,Hardware
PROV-0613,30-97100795-7,Empresa PROV-0613,Mendoza,Librería
PROV-0614,30-65312863-1,Empresa PROV-0614,Córdoba,Consultoría
PROV-0615,30-21195215-6,Empresa PROV-0615,CABA,Mantenimiento
PROV-0616,30-24249858-3,Empresa PROV-0616,CABA,Consultoría
PROV-0617,30-62980615-2,Empresa PROV-0617,Santa Fe,Librería
PROV-0618,30-31944338-7,Empresa PROV-0618,CABA,Mantenimiento
PROV-0619,30-33831875-3,Empresa PROV-0619,CABA,Consultoría
PROV-0620,30-16740197-9,Empresa PROV-0620,Neuquén,Limpieza
PROV-0621,30-13057224-3,Empresa PROV-0621,Neuquén,Consultoría
PROV-0622,30-71992675-5,Empresa PROV-0622,CABA,Catering
PROV-0623,30-72781665-5,Empresa PROV-0623,Neuquén,Catering
PROV-0624,30-50199311-6,Empresa PROV-0624,Neuquén,Hardware
PROV-0625,30-58480480-0,Empresa PROV-0625,Buenos Aires,Librería
PROV-0626,30-86816532-1,Empresa PROV-0626,Córdoba,Hardware
PROV-0627,30-21414656-8,Empresa PROV-0627,Santa Fe,Hardware
PROV-0628,30-89872574-6,Empresa PROV-0628,Neuquén,Consultoría
PROV-0629,30-92981541-9,Empresa PROV-0629,Buenos Aires,Hardware
PROV-0630,30-35837597-7,Empresa PROV-0630,CABA,Librería
PROV-0631,30-34187267-5,Empresa PROV-0631,Córdoba,Catering
PROV-0632,30-82209623-2,Empresa PROV-0632,Neuquén,Catering
PROV-0633,30-87449455-4,Empresa PROV-0633,CABA,Limpieza
PROV-0634,30-42500303-4,Empresa PROV-0634,Neuquén,Limpieza
PROV-0635,30-43657612-3,Empresa PROV-0635,Córdoba,Limpieza
PROV-0636,30-10118956-5,Empresa PROV-0636,CABA,Limpieza
PROV-0637,30-97793832-0,Empresa PROV-0637,Córdoba,Hardware
PROV-0638,30-57699251-0,Empresa PROV-0638,CABA,Catering
PROV-0639,30-88918807-6,Empresa PROV-0639,Buenos Aires,Librería
PROV-0640,30-47114316-4,Empresa PROV-0640,Córdoba,Librería
PROV-0641,30-29459428-6,Empresa PROV-0641,Buenos Aires,Librería
PROV-0642,30-80487841-9,Empresa PROV-0642,Santa Fe,Librería
PROV-0643,30-78527946-0,Empresa PROV-0643,CABA,Mantenimiento
PROV-0644,30-62417408-3,Empresa PROV-0644,Neuquén,Mantenimiento
PROV-0645,30-40522827-9,Empresa PROV-0645,Córdoba,Catering
PROV-0646,30-30149303-9,Empresa PROV-0646,CABA,Mantenimiento
PROV-0647,30-44104160-4,Empresa PROV-0647,Neuquén,Catering
PROV-0648,30-49130271-9,Empresa PROV-0648,CABA,Mantenimiento
PROV-0649,30-55428469-0,Empresa PROV-0649,Buenos Aires,Limpieza
PROV-0650,30-72041220-5,Empresa PROV-0650,CABA,Hardware
PROV-0651,30-10427318-9,Empresa PROV-0651,Santa Fe,Mantenimiento
PROV-0652,30-26701958-5,Empresa PROV-0652,Mendoza,Hardware
PROV-0653,30-23110601-5,Empresa PROV-0653,Córdoba,Limpieza
PROV-0654,30-52017412-9,Empresa PROV-0654,Córdoba,Limpieza
PROV-0655,30-44089745-6,Empresa PROV-0655,Neuquén,Consultoría
PROV-0656,30-47088081-4,Empresa PROV-0656,Córdoba,Mantenimiento
PROV-0657,30-36499817-5,Empresa PROV-0657,Neuquén,Catering
PROV-0658,30-50685963-9,Empresa PROV-0658,Neuquén,Hardware
PROV-0659,30-85536414-1,Empresa PROV-0659,Mendoza,Consultoría
PROV-0660,30-11237975-7,Empresa PROV-0660,Córdoba,Mantenimiento
PROV-0661,30-55227169-9,Empresa PROV-0661,Neuquén,Librería
PROV-0662,30-59279860-6,Empresa PROV-0662,Mendoza,Limpieza
PROV-0663,30-48674832-3,Empresa PROV-0663,Santa Fe,Hardware
PROV-0664,30-28843187-1,Empresa PROV-0664,Buenos Aires,Catering
PROV-0665,30-39715909-7,Empresa PROV-0665,CABA,Hardware
PROV-0666,30-73496720-4,Empresa PROV-0666,CABA,Limpieza
PROV-0667,30-58144062-6,Empresa PROV-0667,Neuquén,Hardware
PROV-0668,30-79642259-7,Empresa PROV-0668,Santa Fe,Hardware
PROV-0669,30-22790278-1,Empresa PROV-0669,Mendoza,Consultoría
PROV-0670,30-80306722-7,Empresa PROV-0670,Buenos Aires,Librería
PROV-0671,30-26802987-2,Empresa PROV-0671,Córdoba,Librería
PROV-0672,30-49000602-1,Empresa PROV-0672,Santa Fe,Mantenimiento
PROV-0673,30-64432765-3,Empresa PROV-0673,CABA,Mantenimiento
PROV-0674,30-35432872-7,Empresa PROV-0674,CABA,Hardware
PROV-0675,30-25031115-4,Empresa PROV-0675,Córdoba,Consultoría
PROV-0676,30-73970626-5,Empresa PROV-0676,Mendoza,Mantenimiento
PROV-0677,30-86385711-3,Empresa PROV-0677,Mendoza,Limpieza
PROV-0678,30-25975367-9,Empresa PROV-0678,Santa Fe,Mantenimiento
PROV-0679,30-49031000-6,Empresa PROV-0679,CABA,Limpieza
PROV-0680,30-58586067-2,Empresa PROV-0680,Neuquén,Limpieza
PROV-0681,30-75920041-7,Empresa PROV-0681,Santa Fe,Hardware
PROV-0682,30-23481871-1,Empresa PROV-0682,Córdoba,Hardware
PROV-0683,30-27479466-6,Empresa PROV-0683,Mendoza,Librería
PROV-0684,30-68755821-8,Empresa PROV-0684,CABA,Mantenimiento
PROV-0685,30-12283426-6,Empresa PROV-0685,CABA,Catering
PROV-0686,30-17658090-9,Empresa PROV-0686,CABA,Catering
PROV-0687,30-24595579-8,Empresa PROV-0687,Buenos Aires,Mantenimiento
PROV-0688,30-17796414-8,Empresa PROV-0688,Buenos Aires,Consultoría
PROV-0689,30-65092065-3,Empresa PROV-0689,Neuquén,Catering
PROV-0690,30-19868135-1,Empresa PROV-0690,Neuquén,Librería
PROV-0691,30-22976515-7,Empresa PROV-0691,Buenos Aires,Hardware
PROV-0692,30-23378536-4,Empresa PROV-0692,Córdoba,Catering
PROV-0693,30-11244805-0,Empresa PROV-0693,CABA,Librería
PROV-0694,30-28591719-9,Empresa PROV-0694,Santa Fe,Librería
PROV-0695,30-21398140-7,Empresa PROV-0695,CABA,Catering
PROV-0696,30-85461963-6,Empresa PROV-0696,Neuquén,Consultoría
PROV-0697,30-65815164-6,Empresa PROV-0697,Santa Fe,Mantenimiento
PROV-0698,30-36085312-1,Empresa PROV-0698,Santa Fe,Hardware
PROV-0699,30-51185364-5,Empresa PROV-0699,Mendoza,Catering
PROV-0700,30-12654404-3,Empresa PROV-0700,Mendoza,Consultoría
PROV-0701,30-12816397-5,Empresa PROV-0701,Buenos Aires,Catering
PROV-0702,30-66636984-9,Empresa PROV-0702,Córdoba,Hardware
PROV-0703,30-59727998-5,Empresa PROV-0703,Santa Fe,Mantenimiento
PROV-0704,30-71353790-3,Empresa PROV-0704,Buenos Aires,Librería
PROV-0705,30-83736602-1,Empresa PROV-0705,Santa Fe,Catering
PROV-0706,30-72009708-6,Empresa PROV-0706,Neuquén,Librería
PROV-0707,30-81251077-6,Empresa PROV-0707,Buenos Aires,Hardware
PROV-0708,30-98019715-6,Empresa PROV-0708,CABA,Consultoría
PROV-0709,30-85305377-0,Empresa PROV-0709,Santa Fe,Limpieza
PROV-0710,30-78935477-8,Empresa PROV-0710,Córdoba,Mantenimiento
PROV-0711,30-93044277-9,Empresa PROV-0711,CABA,Librería
PROV-0712,30-59968632-6,Empresa PROV-0712,Santa Fe,Mantenimiento
PROV-0713,30-93080437-0,Empresa PROV-0713,Santa Fe,Limpieza
PROV-0714,30-36852720-8,Empresa PROV-0714,Córdoba,Limpieza
PROV-0715,30-40013315-5,Empresa PROV-0715,Mendoza,Mantenimiento
PROV-0716,30-94198734-7,Empresa PROV-0716,Buenos Aires,Consultoría
PROV-0717,30-54132117-0,Empresa PROV-0717,Córdoba,Limpieza
PROV-0718,30-41471989-6,Empresa PROV-0718,Mendoza,Mantenimiento
PROV-0719,30-11636845-2,Empresa PROV-0719,CABA,Mantenimiento
PROV-0720,30-86924270-8,Empresa PROV-0720,Buenos Aires,Limpieza
PROV-0721,30-10355597-5,Empresa PROV-0721,Neuquén,Mantenimiento
PROV-0722,30-61210055-6,Empresa PROV-0722,Córdoba,Mantenimiento
PROV-0723,30-93195655-0,Empresa PROV-0723,Santa Fe,Consultoría
PROV-0724,30-48735361-4,Empresa PROV-0724,Córdoba,Librería
PROV-0725,30-83755123-6,Empresa PROV-0725,Santa Fe,Librería
PROV-0726,30-89050075-9,Empresa PROV-0726,Santa Fe,Mantenimiento
PROV-0727,30-67486590-5,Empresa PROV-0727,Córdoba,Mantenimiento
PROV-0728,30-11598217-3,Empresa PROV-0728,Neuquén,Consultoría
PROV-0729,30-26421524-3,Empresa PROV-0729,Mendoza,Consultoría
PROV-0730,30-31965580-2,Empresa PROV-0730,Neuquén,Mantenimiento
PROV-0731,30-14141901-2,Empresa PROV-0731,CABA,Catering
PROV-0732,30-24272015-5,Empresa PROV-0732,Neuquén,Catering
PROV-0733,30-50863679-3,Empresa PROV-0733,Neuquén,Consultoría
PROV-0734,30-23688635-7,Empresa PROV-0734,Buenos Aires,Hardware
PROV-0735,30-71145356-8,Empresa PROV-0735,Neuquén,Limpieza
PROV-0736,30-32142474-7,Empresa PROV-0736,Neuquén,Consultoría
PROV-0737,30-80856645-3,Empresa PROV-0737,Mendoza,Consultoría
PROV-0738,30-84307577-5,Empresa PROV-0738,CABA,Consultoría
PROV-0739,30-97169714-7,Empresa PROV-0739,CABA,Limpieza
PROV-0740,30-45958508-3,Empresa PROV-0740,CABA,Hardware
